accession,genus,organism,length,gc,n_frac,verdict,reason
NZ_KY991368.1,Salmonella,Salmonella enterica,2699,0.5039,0.000000,keep,
NZ_KY991369.1,Salmonella,Salmonella enterica,3071,0.4823,0.000000,keep,
NZ_KY595968.1,Enterococcus,Enterococcus faecium,29134,0.3523,0.000000,reject,F6_dup_sequence
NZ_KY781949.1,Klebsiella,Klebsiella pneumoniae,70377,0.5099,0.000000,keep,
NZ_KY680213.1,Klebsiella,Klebsiella aerogenes,60083,0.5398,0.000000,keep,
NZ_KY515226.1,Salmonella,Salmonella enterica,105994,0.4637,0.000094,keep,
NZ_KY624633.1,Citrobacter,Citrobacter braakii,62214,0.4270,0.000000,keep,
NZ_KY513281.1,Enterococcus,Enterococcus faecalis,20525,0.3583,0.000000,keep,
NZ_KY807920.1,Salmonella,Salmonella enterica,17156,0.5377,0.000000,keep,
NZ_KY513280.1,Enterococcus,Enterococcus faecalis,36331,0.3437,0.000000,keep,
NZ_KY751926.1,Klebsiella,Klebsiella pneumoniae,110970,0.5285,0.000000,keep,
NZ_KY595963.1,Enterococcus,Enterococcus faecium,4786,0.3276,0.000000,keep,
NZ_KY595969.1,Enterococcus,Enterococcus faecium,7672,0.3342,0.000000,keep,
NZ_KY503036.1,Pseudomonas,Pseudomonas fluorescens,39609,0.5355,0.000000,keep,
NZ_KY595964.1,Enterococcus,Enterococcus faecium,4465,0.3205,0.000000,keep,
NZ_KY362368.1,Pseudomonas,Pseudomonas syringae,61606,0.5552,0.000000,keep,
NZ_KY399974.1,Enterobacter,Enterobacter cloacae,109361,0.5326,0.000000,keep,
NZ_KY349138.1,Mycolicibacterium,Mycolicibacterium sp.,160489,0.6593,0.000125,keep,
NZ_KY303941.1,Enterococcus,Enterococcus faecalis,134579,0.3406,0.000000,keep,
NZ_KY362370.1,Pseudomonas,Pseudomonas syringae,63004,0.5458,0.000000,keep,
NZ_KY499797.1,Klebsiella,Klebsiella pneumoniae,49401,0.4601,0.000000,keep,
NZ_KY399975.1,Enterobacter,Enterobacter cloacae,109325,0.5326,0.000000,keep,
NZ_KY401053.1,Salmonella,Salmonella enterica,269755,0.4661,0.000000,keep,
NZ_KY270852.1,Enterobacter,Enterobacter cloacae,282423,0.4737,0.000000,keep,
NZ_KY362372.1,Pseudomonas,Pseudomonas syringae,64559,0.5490,0.000000,keep,
NZ_KY362367.1,Pseudomonas,Pseudomonas coronafaciens,72672,0.5347,0.000000,keep,
NZ_KY126370.1,Enterobacter,Enterobacter cloacae,114969,0.5370,0.000009,keep,
NZ_KY270855.1,Pseudomonas,Pseudomonas putida,109708,0.5660,0.000000,keep,
NZ_KY399972.1,Enterobacter,Enterobacter cloacae,88213,0.5380,0.000000,keep,
NZ_KY433363.1,Proteus,Proteus mirabilis,85368,0.4638,0.000047,keep,
NZ_KY264168.1,Enterococcus,Enterococcus faecalis,35338,0.3606,0.000000,keep,
NZ_KY399973.1,Enterobacter,Enterobacter cloacae,88213,0.5380,0.000000,keep,
NZ_KY270853.1,Raoultella,Raoultella ornithinolytica,234154,0.4621,0.000000,keep,
NZ_KY290886.1,Enterococcus,Enterococcus faecalis,88586,0.3326,0.000000,keep,
NZ_KY399978.1,Vibrio,Vibrio cholerae,148456,0.5180,0.000000,keep,
NZ_KY362373.1,Pseudomonas,Pseudomonas syringae,71783,0.5497,0.000000,keep,
NZ_KY093013.1,Klebsiella,Klebsiella aerogenes,134521,0.5257,0.000000,keep,
NZ_KY994647.1,Streptococcus,Streptococcus suis,4984,0.3690,0.000000,keep,
NZ_KY362369.1,Pseudomonas,Pseudomonas syringae,61606,0.5553,0.000000,keep,
NZ_KY352353.1,Bacillus,Bacillus thuringiensis,127922,0.3241,0.000000,keep,
NZ_KY436025.1,Staphylococcus,Staphylococcus aureus,39367,0.2775,0.000000,keep,
NZ_KY362371.1,Pseudomonas,Pseudomonas syringae,63013,0.5459,0.000000,keep,
NZ_KY436024.1,Staphylococcus,Staphylococcus aureus,37879,0.2778,0.000000,keep,
NZ_KY362366.1,Pseudomonas,Pseudomonas amygdali,73842,0.5601,0.000000,keep,
NZ_KY296104.1,Enterobacter,Enterobacter cloacae,39367,0.5565,0.000000,keep,
NZ_KY486774.1,Vibrio,Vibrio cholerae,5580,0.4151,0.000000,keep,
NZ_KY296103.1,Enterobacter,Enterobacter cloacae,53771,0.4905,0.000707,keep,
NZ_KY296096.1,Pseudomonas,Pseudomonas aeruginosa,35306,0.5683,0.000000,keep,
NZ_KY662247.1,Staphylococcus,Staphylococcus aureus,7440,0.3478,0.000000,keep,
NZ_KY200950.1,Klebsiella,Klebsiella pneumoniae,31191,0.5340,0.000000,keep,
NZ_KY498540.1,Vibrio,Vibrio parahaemolyticus,69344,0.4590,0.000000,keep,
NZ_KX869741.1,Enterobacter,Enterobacter cloacae,177037,0.5211,0.000000,keep,
NZ_KY296095.1,Pseudomonas,Pseudomonas aeruginosa,51663,0.5916,0.000000,keep,
NZ_KY436022.1,Staphylococcus,Staphylococcus aureus,45676,0.2787,0.000000,keep,
NZ_KY215945.1,Klebsiella,Klebsiella pneumoniae,60678,0.5120,0.000000,keep,
NZ_KY436023.1,Staphylococcus,Staphylococcus aureus,30637,0.3015,0.000000,keep,
NZ_KY120365.1,Salmonella,Salmonella enterica,60960,0.4235,0.000000,keep,
NZ_KY436021.1,Staphylococcus,Staphylococcus aureus,39322,0.2775,0.000000,keep,
NZ_KY270848.1,Enterococcus,Enterococcus faecalis,52325,0.3641,0.000000,keep,
NZ_KX893538.1,Pseudomonas,Pseudomonas fluorescens,133709,0.5391,0.000000,keep,
NZ_KY579373.1,Staphylococcus,Staphylococcus epidermidis,8558,0.3435,0.000000,keep,
NZ_KY093014.1,Klebsiella,Klebsiella aerogenes,108772,0.5355,0.000000,keep,
NZ_KY465818.1,Staphylococcus,Staphylococcus aureus,45924,0.2858,0.000000,keep,
NZ_KX443392.1,Prescottella,Prescottella equi,80642,0.6462,0.000000,keep,
NZ_KY120363.1,Salmonella,Salmonella enterica,42941,0.4419,0.000000,keep,
NZ_KY120366.1,Salmonella,Salmonella enterica,59651,0.4242,0.000000,keep,
NZ_KY389065.1,Mammaliicoccus,Mammaliicoccus sciuri,5667,0.3527,0.000000,keep,
NZ_KY352406.1,Salmonella,Salmonella enterica,47824,0.4721,0.000000,keep,
NZ_KX853854.1,Enterococcus,Enterococcus faecium,79797,0.3377,0.000000,keep,
NZ_KX880944.1,Escherichia,Escherichia coli,97386,0.4775,0.000000,keep,
NZ_KX833071.1,Escherichia,Escherichia coli,46161,0.4665,0.000000,keep,
NZ_KX570748.1,Escherichia,Escherichia coli,32751,0.4196,0.000000,keep,
NZ_KX786648.1,Enterobacter,Enterobacter cloacae,141647,0.5191,0.000000,keep,
NZ_KX574671.1,Enterococcus,Enterococcus faecium,37372,0.3548,0.000000,keep,
NZ_KX858825.1,Enterobacter,Enterobacter cloacae,89970,0.4945,0.000022,keep,
NZ_KX711707.1,Escherichia,Escherichia coli,34997,0.4248,0.000057,keep,
NZ_KX452394.1,Escherichia,Escherichia coli,2989,0.4821,0.000000,keep,
NZ_KX976485.1,Enterococcus,Enterococcus avium,79796,0.3377,0.000000,keep,
NZ_KX894453.1,Escherichia,Escherichia coli,33303,0.4185,0.000000,keep,
NZ_KX894452.1,Escherichia,Escherichia coli,51479,0.4637,0.000000,keep,
NZ_KX388535.1,Agrobacterium,Agrobacterium tumefaciens,176375,0.5608,0.000000,keep,
NZ_KX618704.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,keep,
NZ_KX772777.1,Escherichia,Escherichia coli,33309,0.4184,0.000000,keep,
NZ_KX912253.1,Enterobacter,Enterobacter asburiae,108672,0.5118,0.000000,keep,
NZ_KX683283.1,Escherichia,Escherichia coli,142708,0.5250,0.000000,keep,
NZ_KX618701.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,keep,
NZ_KX786187.1,Enterobacter,Enterobacter cloacae,165469,0.5273,0.000000,keep,
NZ_KX618700.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,reject,F6_dup_sequence
NZ_KX608544.1,Escherichia,Escherichia coli,66924,0.5194,0.000000,keep,
NZ_KX863568.1,Citrobacter,Citrobacter freundii,35840,0.5843,0.000000,keep,
NZ_KX518743.1,Escherichia,Escherichia coli,224736,0.4603,0.000000,keep,
NZ_KY020154.1,Klebsiella,Klebsiella pneumoniae,142876,0.5435,0.000000,keep,
NZ_KX832927.1,Providencia,Providencia rettgeri,244116,0.4792,0.000000,keep,
NZ_KX683284.1,Escherichia,Escherichia coli,69409,0.4631,0.000000,keep,
NZ_KX912255.1,Enterobacter,Enterobacter cloacae,25354,0.5913,0.000000,keep,
NZ_KX580713.1,Escherichia,Escherichia coli,47409,0.4719,0.000000,keep,
NZ_KX966394.1,Pasteurella,Pasteurella multocida,5590,0.4862,0.000000,keep,
NZ_KX810025.1,Enterococcus,Enterococcus faecium,37639,0.3547,0.000000,keep,
NZ_KX452393.1,Escherichia,Escherichia coli,2989,0.4814,0.000335,keep,
NZ_KX709966.1,Pseudomonas,Pseudomonas aeruginosa,167554,0.5129,0.000000,keep,
NZ_KX579977.1,Enterococcus,Enterococcus faecalis,79682,0.3453,0.000000,keep,
NZ_KX214671.1,Escherichia,Escherichia coli,37070,0.4659,0.000000,keep,
NZ_KX928751.1,Klebsiella,Klebsiella pneumoniae,68482,0.5109,0.000000,keep,
NZ_KX711708.1,Escherichia,Escherichia coli,34924,0.4156,0.000143,keep,
NZ_KX784503.1,Citrobacter,Citrobacter freundii,43797,0.5070,0.000000,keep,
NZ_KX710093.1,Leclercia,Leclercia adecarboxylata,315395,0.4726,0.000000,keep,
NZ_KX518744.1,Escherichia,Escherichia coli,110226,0.5278,0.000000,keep,
NZ_KX810026.1,Enterococcus,Enterococcus faecium,26648,0.3533,0.000000,keep,
NZ_KX246268.1,Escherichia,Escherichia coli,86207,0.4965,0.000000,keep,
NZ_KX881941.1,Klebsiella,Klebsiella pneumoniae,49591,0.5113,0.000000,keep,
NZ_KX258624.1,Bacillus,Bacillus thuringiensis,260595,0.3311,0.000000,keep,
NZ_KX772778.1,Escherichia,Escherichia coli,65375,0.4247,0.000000,keep,
NZ_KX928752.1,Klebsiella,Klebsiella pneumoniae,216976,0.5031,0.000000,keep,
NZ_KX618702.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,keep,
NZ_KX618697.1,Escherichia,Escherichia coli,43506,0.4684,0.000000,keep,
NZ_KX868552.1,Klebsiella,Klebsiella variicola,77843,0.5431,0.000000,keep,
NZ_KX868553.1,Enterobacter,Enterobacter cloacae,12506,0.5962,0.000000,keep,
NZ_KX470735.1,Escherichia,Escherichia coli,46161,0.4665,0.000000,keep,
NZ_KX710094.1,Leclercia,Leclercia adecarboxylata,80460,0.5409,0.000000,keep,
NZ_KX618703.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,reject,F6_dup_sequence
NZ_KX711616.1,Bacillus,Bacillus subtilis,102254,0.3463,0.000000,keep,
NZ_KX832929.1,Providencia,Providencia rettgeri,90666,0.3746,0.000000,keep,
NZ_KX774387.1,Providencia,Providencia rettgeri,118501,0.4076,0.000008,keep,
NZ_KX618698.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,reject,F6_dup_sequence
NZ_KX668264.1,Edwardsiella,Edwardsiella ictaluri,3950,0.5008,0.000000,keep,
NZ_KX518745.1,Escherichia,Escherichia coli,97559,0.4746,0.000000,keep,
NZ_KX832928.1,Providencia,Providencia rettgeri,54712,0.3963,0.000000,keep,
NZ_KX505142.1,Cronobacter,Cronobacter sakazakii,65203,0.4264,0.000000,keep,
NZ_KX928750.1,Klebsiella,Klebsiella pneumoniae,65595,0.5106,0.000000,keep,
NZ_KX013538.1,Escherichia,Escherichia coli,61228,0.4243,0.000000,keep,
NZ_KX364409.1,Aeromonas,Aeromonas salmonicida,110577,0.5487,0.000000,keep,
NZ_KX753679.1,Pasteurella,Pasteurella multocida,27025,0.3922,0.000000,keep,
NZ_KX711706.1,Escherichia,Escherichia coli,33309,0.4185,0.000030,keep,
NZ_KX832926.1,Providencia,Providencia rettgeri,43191,0.3721,0.000000,keep,
NZ_KX674681.1,Escherichia,Escherichia coli,46120,0.4646,0.000607,keep,
NZ_KX147633.1,Citrobacter,Citrobacter freundii,154564,0.5180,0.000000,keep,
NZ_KX711879.1,Pseudomonas,Pseudomonas aeruginosa,51207,0.5050,0.000000,keep,
NZ_KX618699.1,Escherichia,Escherichia coli,46338,0.4640,0.000000,reject,F6_dup_sequence
NZ_KX686749.1,Campylobacter,Campylobacter coli,48048,0.3049,0.000000,keep,
NZ_KX753678.1,Pasteurella,Pasteurella multocida,8254,0.6135,0.000000,keep,
NZ_KU934208.1,Escherichia,Escherichia coli,60757,0.4252,0.000000,keep,
NZ_KX348146.1,Klebsiella,Klebsiella pneumoniae,49517,0.4790,0.000000,keep,
NZ_KU525621.1,Bacillus,Bacillus anthracis,94925,0.3303,0.000011,keep,
NZ_KX618696.1,Escherichia,Escherichia coli,48250,0.4638,0.000000,keep,
NZ_KX580716.1,Escherichia,Escherichia coli,62440,0.4284,0.000000,keep,
NZ_KX015668.1,Enterobacter,Enterobacter cloacae,116700,0.5076,0.000000,keep,
NZ_KX470734.1,Escherichia,Escherichia coli,54035,0.4903,0.000000,keep,
NZ_KX356458.1,Escherichia,Escherichia coli,9712,0.4801,0.000000,keep,
NZ_KU987452.1,Citrobacter,Citrobacter freundii,74385,0.5211,0.000013,keep,
NZ_KX138409.1,Lactococcus,Lactococcus lactis,49832,0.3366,0.000000,keep,
NZ_KX503323.1,Escherichia,Escherichia coli,74046,0.5113,0.000000,keep,
NZ_KT897279.1,Clostridium,Clostridium botulinum,142322,0.2447,0.000000,keep,
NZ_KX169264.1,Pseudomonas,Pseudomonas aeruginosa,32424,0.6026,0.000000,keep,
NZ_KX447767.1,Escherichia,Escherichia coli,39520,0.4655,0.000000,keep,
NZ_KU892126.1,Enterococcus,Enterococcus faecalis,3875,0.3948,0.000000,keep,
NZ_KU130294.1,Pseudomonas,Pseudomonas putida,409102,0.5667,0.000000,keep,
NZ_KU644676.1,Aeromonas,Aeromonas allosaccharophila,7637,0.5951,0.000000,keep,
NZ_KX254341.1,Escherichia,Escherichia coli,267486,0.4664,0.000000,keep,
NZ_KU644672.1,Aeromonas,Aeromonas caviae,6388,0.5758,0.000000,keep,
NZ_KX452392.1,Escherichia,Escherichia coli,93257,0.4918,0.000021,keep,
NZ_KU306397.1,Corynebacterium,Corynebacterium glutamicum,67823,0.5304,0.000000,keep,
NZ_KX447768.1,Escherichia,Escherichia coli,33395,0.4184,0.000000,keep,
NZ_KU302801.1,Enterobacter,Enterobacter cloacae,130573,0.5240,0.000000,keep,
NZ_KX257265.1,Escherichia,Escherichia coli,2702,0.5030,0.000000,keep,
NZ_KX353852.1,Pseudomonas,Pseudomonas fragi,10308,0.4854,0.000000,keep,
NZ_KU176944.1,Citrobacter,Citrobacter freundii,40947,0.4949,0.000000,keep,
NZ_KX348144.1,Klebsiella,Klebsiella pneumoniae,46836,0.4795,0.000000,keep,
NZ_KX246266.1,Escherichia,Escherichia coli,233814,0.4606,0.000000,keep,
NZ_KT989598.1,Enterobacter,Enterobacter cloacae,54669,0.5063,0.000000,keep,
NZ_KX244760.1,Klebsiella,Klebsiella pneumoniae,8201,0.5990,0.000000,keep,
NZ_KU997026.1,Escherichia,Escherichia coli,217306,0.5275,0.000009,keep,
NZ_KT937281.1,Edwardsiella,Edwardsiella ictaluri,5434,0.4649,0.000000,keep,
NZ_KX236178.1,Klebsiella,Klebsiella pneumoniae,121348,0.5281,0.000000,keep,
NZ_KU726092.1,Edwardsiella,Edwardsiella ictaluri,6966,0.5155,0.000000,keep,
NZ_KX254342.1,Escherichia,Escherichia coli,63656,0.4264,0.000000,keep,
NZ_KU644677.1,Aeromonas,Aeromonas caviae,16197,0.5469,0.000000,keep,
NZ_KX029331.1,Klebsiella,Klebsiella pneumoniae,156569,0.5217,0.000000,keep,
NZ_KX009507.1,Escherichia,Escherichia coli,89090,0.5072,0.000000,keep,
NZ_KU644675.1,Aeromonas,Aeromonas caviae,8213,0.5880,0.000000,keep,
NZ_KU254577.1,Pseudomonas,Pseudomonas aeruginosa,282042,0.5689,0.000000,keep,
NZ_KU302809.1,Enterobacter,Enterobacter cloacae,5522,0.5062,0.000000,keep,
NZ_KX254343.1,Escherichia,Escherichia coli,33307,0.4184,0.000000,keep,
NZ_KU302800.1,Enterobacter,Enterobacter cloacae,43333,0.4765,0.000000,reject,F6_dup_sequence
NZ_KX353854.1,Pseudomonas,Pseudomonas fragi,2547,0.5807,0.000000,keep,
NZ_KU051710.1,Citrobacter,Citrobacter freundii,50546,0.5049,0.000000,keep,
NZ_KX348145.1,Klebsiella,Klebsiella pneumoniae,11930,0.5999,0.000000,keep,
NZ_KT897278.1,Clostridium,Clostridium botulinum,141186,0.2450,0.000000,keep,
NZ_KX156773.1,Escherichia,Escherichia coli,173094,0.5194,0.000006,keep,
NZ_KX029332.1,Klebsiella,Klebsiella pneumoniae,209419,0.4725,0.000000,keep,
NZ_KT897277.1,Clostridium,Clostridium botulinum,134110,0.2454,0.000000,keep,
NZ_KX129783.1,Escherichia,Escherichia coli,34640,0.4227,0.000000,keep,
NZ_KT897275.1,Clostridium,Clostridium botulinum,138937,0.2457,0.000000,keep,
NZ_KU862632.1,Klebsiella,Klebsiella pneumoniae,51591,0.5053,0.000000,keep,
NZ_KX129782.1,Escherichia,Escherichia coli,247885,0.4670,0.000000,keep,
NZ_KU644673.1,Aeromonas,Aeromonas caviae,6410,0.5761,0.000000,keep,
NZ_KT935446.1,Klebsiella,Klebsiella pneumoniae,170244,0.5531,0.000000,keep,
NZ_KX129784.1,Escherichia,Escherichia coli,209401,0.4648,0.000000,keep,
NZ_KU302802.1,Enterobacter,Enterobacter cloacae,132232,0.5231,0.000030,keep,
NZ_KX276657.1,Escherichia,Escherichia coli,225069,0.4799,0.000000,keep,
NZ_KT897280.1,Clostridium,Clostridium botulinum,143761,0.2448,0.000000,keep,
NZ_KX138410.1,Lactococcus,Lactococcus lactis,15518,0.3390,0.000000,keep,
NZ_KX084392.1,Escherichia,Escherichia coli,33298,0.4185,0.000000,keep,
NZ_KX353851.1,Pseudomonas,Pseudomonas fragi,4486,0.5736,0.000000,keep,
NZ_KU644674.1,Aeromonas,Aeromonas caviae,7212,0.5989,0.000000,keep,
NZ_KX013540.1,Escherichia,Escherichia coli,64942,0.4249,0.000000,keep,
NZ_KX236309.1,Klebsiella,Klebsiella pneumoniae,33303,0.4185,0.000000,keep,
NZ_KU302807.1,Enterobacter,Enterobacter cloacae,4863,0.4255,0.000000,keep,
NZ_KX156772.1,Escherichia,Escherichia coli,170404,0.5122,0.000000,keep,
NZ_KU886034.1,Klebsiella,Klebsiella pneumoniae,51599,0.5055,0.000000,keep,
NZ_KT901798.1,Clostridium,Clostridium botulinum,56545,0.2460,0.000000,keep,
NZ_KU871396.1,Proteus,Proteus mirabilis,6219,0.4116,0.000000,keep,
NZ_KX291024.1,Escherichia,Escherichia coli,6200,0.5256,0.000000,keep,
NZ_KT897276.1,Clostridium,Clostridium botulinum,134110,0.2454,0.000000,keep,
NZ_KX214670.1,Escherichia,Escherichia coli,34403,0.4634,0.000000,keep,
NZ_KU665642.1,Klebsiella,Klebsiella pneumoniae,111926,0.5401,0.000000,keep,
NZ_KU130396.1,Escherichia,Escherichia coli,115776,0.4974,0.000000,keep,
NZ_KU578314.1,Pseudomonas,Pseudomonas aeruginosa,38939,0.5820,0.000000,keep,
NZ_KX084394.1,Escherichia,Escherichia coli,243572,0.4613,0.000000,keep,
NZ_KT896500.1,Klebsiella,Klebsiella pneumoniae,7748,0.5942,0.000000,keep,
NZ_KT852336.1,Klebsiella,Klebsiella pneumoniae,76365,0.5385,0.000000,keep,
NZ_KU987453.1,Klebsiella,Klebsiella pneumoniae,85862,0.5423,0.000000,keep,
NZ_KX214669.1,Escherichia,Escherichia coli,46161,0.4665,0.000000,keep,
NZ_KX094555.1,Escherichia,Escherichia coli,54035,0.4904,0.000000,keep,
NZ_KU922754.1,Kluyvera,Kluyvera ascorbata,57059,0.4230,0.000000,keep,
NZ_KX034083.1,Escherichia,Escherichia coli,67134,0.4251,0.000000,keep,
NZ_KU871397.1,Proteus,Proteus mirabilis,6208,0.4116,0.000000,keep,
NZ_KX084393.1,Escherichia,Escherichia coli,63656,0.4264,0.000000,keep,
NZ_KT982613.1,Klebsiella,Klebsiella pneumoniae,50979,0.5053,0.000000,keep,
NZ_KX032519.1,Escherichia,Escherichia coli,61177,0.4263,0.000000,keep,
NZ_KT935445.1,Klebsiella,Klebsiella pneumoniae,78828,0.5362,0.000000,keep,
NZ_KX013539.1,Escherichia,Escherichia coli,62661,0.4269,0.000000,keep,
NZ_KU896918.1,Lactiplantibacillus,Lactiplantibacillus plantarum,11905,0.3632,0.000000,keep,
NZ_KU963390.1,Escherichia,Escherichia coli,55161,0.3984,0.000000,keep,
NZ_KU513859.1,Listeria,Listeria monocytogenes,86632,0.3698,0.000000,keep,
NZ_KU295133.1,Escherichia,Escherichia coli,115706,0.5380,0.000000,keep,
NZ_KU314941.1,Klebsiella,Klebsiella pneumoniae,54034,0.4903,0.000000,keep,
NZ_KU051707.1,Escherichia,Escherichia coli,51362,0.5058,0.000000,keep,
NZ_KU043116.1,Escherichia,Escherichia coli,61695,0.5029,0.000000,keep,
NZ_KT997783.1,Escherichia,Escherichia coli,136243,0.5195,0.000000,keep,
NZ_KY120364.1,Salmonella,Salmonella enterica,33308,0.4184,0.000000,keep,
NZ_KX257264.1,Escherichia,Escherichia coli,2702,0.5030,0.000000,reject,F6_dup_sequence
NZ_KX810825.1,Salmonella,Salmonella enterica,339962,0.4743,0.000000,keep,
NZ_KU994859.1,Escherichia,Escherichia coli,91041,0.4934,0.000000,keep,
NZ_KU980950.1,Escherichia,Escherichia coli,98832,0.4750,0.000000,keep,
NZ_KY086101.1,Rice,Rice orange,4196,0.2581,0.000000,keep,
NZ_KX815983.1,Salmonella,Salmonella enterica,172265,0.5064,0.000000,keep,
NZ_KU963389.1,Escherichia,Escherichia coli,50867,0.4689,0.000000,keep,
NZ_KU870627.1,Escherichia,Escherichia coli,62219,0.4246,0.000000,keep,
NZ_KX833209.1,Salmonella,Salmonella enterica,108998,0.5057,0.000000,keep,
NZ_KY128484.1,Klebsiella,Klebsiella michiganensis,69888,0.5320,0.000000,keep,
NZ_KU295131.1,Escherichia,Escherichia coli,107760,0.5356,0.000000,keep,
NZ_KY075653.1,Escherichia,Escherichia coli,33309,0.4184,0.000000,keep,
NZ_KX443398.1,Prescottella,Prescottella equi,120731,0.6618,0.000000,keep,
NZ_KU254579.1,Escherichia,Escherichia coli,68812,0.5272,0.000000,keep,
NZ_KY041843.1,Escherichia,Escherichia coli,45346,0.4656,0.000000,keep,
NZ_KX443407.1,Prescottella,Prescottella equi,106558,0.6492,0.000000,keep,
NZ_KY012274.1,Escherichia,Escherichia coli,60923,0.4235,0.000000,keep,
NZ_KU254578.1,Escherichia,Escherichia coli,226580,0.4623,0.000000,keep,
NZ_KX443397.1,Prescottella,Prescottella equi,78500,0.6474,0.000000,keep,
NZ_KX839209.1,Klebsiella,Klebsiella pneumoniae,95701,0.5181,0.000000,keep,
NZ_KU043115.1,Escherichia,Escherichia coli,124378,0.5276,0.000000,keep,
NZ_KX443400.1,Prescottella,Prescottella equi,120857,0.6619,0.000000,keep,
NZ_KY012275.1,Escherichia,Escherichia coli,65216,0.4225,0.000000,keep,
NZ_KX443399.1,Prescottella,Prescottella equi,120886,0.6620,0.000000,keep,
NZ_KX839210.1,Klebsiella,Klebsiella pneumoniae,18266,0.5649,0.000000,keep,
NZ_KT982618.1,Escherichia,Escherichia coli,51589,0.5056,0.000000,keep,
NZ_KX833210.1,Salmonella,Salmonella enterica,40835,0.3492,0.000000,keep,
NZ_KX839207.1,Klebsiella,Klebsiella pneumoniae,299858,0.4812,0.000000,keep,
NZ_KT879914.1,Escherichia,Escherichia coli,81498,0.5125,0.000000,keep,
NZ_KX721511.1,Salmonella,Salmonella enterica,144405,0.4518,0.000007,keep,
NZ_KT282968.1,Escherichia,Escherichia coli,139622,0.5075,0.000000,keep,
NZ_KX443401.1,Prescottella,Prescottella equi,113690,0.6559,0.000000,keep,
NZ_KY075651.1,Escherichia,Escherichia coli,64078,0.4294,0.000000,keep,
NZ_KU321583.1,Escherichia,Escherichia coli,138718,0.5187,0.000000,keep,
NZ_KY019258.1,Escherichia,Escherichia coli,249152,0.4651,0.000000,keep,
NZ_KX443406.1,Prescottella,Prescottella equi,106112,0.6489,0.000000,keep,
NZ_KX960109.1,Escherichia,Escherichia coli,46037,0.4666,0.000000,keep,
NZ_KU312044.1,Escherichia,Escherichia coli,79298,0.5218,0.000000,keep,
NZ_KX443396.1,Prescottella,Prescottella equi,80816,0.6461,0.000000,keep,
NZ_KY075657.1,Escherichia,Escherichia coli,62072,0.4270,0.000000,keep,
NZ_KX443394.1,Prescottella,Prescottella equi,80608,0.6461,0.000000,keep,
NZ_KU254581.1,Escherichia,Escherichia coli,25678,0.5262,0.000000,keep,
NZ_KY075652.1,Escherichia,Escherichia coli,33302,0.4183,0.000000,keep,
NZ_KX443391.1,Prescottella,Prescottella equi,80815,0.6460,0.000000,keep,
NZ_KU167609.1,Escherichia,Escherichia coli,46161,0.4665,0.000000,keep,
NZ_KY007017.1,Escherichia,Escherichia coli,135661,0.5061,0.000000,keep,
NZ_KX833212.1,Salmonella,Salmonella enterica,38266,0.4064,0.000000,keep,
NZ_KT988020.1,Escherichia,Escherichia coli,23717,0.5475,0.000000,keep,
NZ_KX711880.1,Klebsiella,Klebsiella pneumoniae,46629,0.5073,0.000000,keep,
NZ_KX807610.1,Salmonella,Salmonella enterica,110983,0.5317,0.000000,keep,
NZ_KT988019.1,Escherichia,Escherichia coli,16306,0.5665,0.000000,keep,
NZ_KX636095.1,Klebsiella,Klebsiella pneumoniae,335317,0.5182,0.000000,keep,
NZ_KT982615.1,Escherichia,Escherichia coli,54449,0.5059,0.000000,keep,
NZ_KX443405.1,Prescottella,Prescottella equi,80823,0.6461,0.000000,keep,
NZ_KX960110.1,Escherichia,Escherichia coli,102517,0.5110,0.000000,keep,
NZ_KU647721.1,Escherichia,Escherichia coli,48350,0.4595,0.000000,keep,
NZ_KX839208.1,Klebsiella,Klebsiella pneumoniae,187349,0.5274,0.000000,keep,
NZ_KX443395.1,Prescottella,Prescottella equi,80808,0.6461,0.000000,keep,
NZ_KU355873.1,Escherichia,Escherichia coli,141534,0.5110,0.000000,keep,
NZ_KX443390.1,Prescottella,Prescottella equi,80814,0.6461,0.000000,keep,
